"No.","Time","Source","Destination","Protocol","Length","Info","rate"
"1910","2.463212","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1912","2.463901","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1914","2.464641","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1916","2.464880","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1918","2.465067","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1920","2.465798","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1922","2.466147","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1924","2.466882","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1926","2.467630","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1928","2.468065","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1930","2.468384","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1932","2.468575","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1934","2.469521","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1936","2.469845","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1938","2.470277","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1940","2.470623","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1942","2.471769","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1944","2.472635","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1946","2.472844","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1948","2.473031","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1950","2.473757","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1952","2.474076","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1954","2.474768","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1956","2.475087","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"1958","2.475390","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1960","2.475586","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1962","2.475850","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1964","2.476382","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1966","2.476679","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1968","2.476942","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1970","2.477156","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1972","2.477679","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1974","2.478254","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1976","2.479207","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1978","2.479470","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1980","2.479734","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1982","2.480266","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1984","2.480487","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1986","2.480795","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1988","2.481908","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"1990","2.482187","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1992","2.482468","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1994","2.482776","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1996","2.482963","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"1998","2.483495","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2000","2.483954","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2002","2.484504","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2004","2.485677","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2006","2.486050","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2008","2.486685","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2010","2.487224","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2012","2.487555","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2014","2.487920","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2016","2.488447","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2018","2.489022","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2020","2.489851","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2022","2.490071","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2024","2.490404","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2026","2.491175","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2028","2.492057","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2030","2.492376","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2032","2.492600","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2034","2.493341","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2036","2.494133","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2038","2.494369","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2040","2.494607","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2042","2.494931","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2044","2.495666","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2046","2.496422","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2048","2.496762","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2050","2.497506","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2052","2.498579","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2054","2.499314","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2056","2.500106","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2058","2.500351","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2060","2.500666","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2062","2.501428","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2064","2.501673","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2066","2.502006","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2068","2.502751","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2070","2.503516","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2072","2.504263","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2074","2.504490","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2076","2.504832","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2078","2.505567","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2080","2.507019","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2082","2.507395","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2084","2.507672","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2086","2.508195","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2088","2.508734","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2090","2.509490","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2092","2.509823","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2094","2.510572","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2096","2.510799","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2098","2.511322","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2100","2.511603","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2102","2.511876","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2104","2.512634","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2106","2.512931","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2108","2.513151","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2110","2.513692","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2112","2.513971","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2114","2.514702","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2116","2.515277","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2118","2.516024","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2120","2.516260","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2122","2.517010","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2124","2.517289","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2126","2.517561","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2128","2.518290","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2130","2.519030","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2132","2.519251","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2134","2.520054","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2136","2.520257","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2138","2.520529","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2140","2.520716","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2142","2.521258","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2144","2.521716","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2146","2.522447","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2148","2.522995","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2150","2.523534","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2152","2.523755","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2154","2.523951","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2156","2.524474","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2158","2.524713","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2160","2.525236","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2162","2.526300","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2164","2.526633","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2166","2.526820","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2168","2.527397","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2170","2.527600","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2172","2.528123","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2174","2.528335","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2176","2.528607","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2178","2.529394","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2180","2.529590","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2182","2.530158","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2184","2.531240","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2186","2.531443","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2188","2.531975","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2190","2.532532","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2192","2.532811","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2194","2.532998","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2196","2.533539","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2198","2.534302","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2200","2.534619","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2202","2.535631","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2204","2.536269","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2206","2.536629","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2208","2.537179","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2210","2.537409","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2212","2.537690","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2214","2.538213","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2216","2.538510","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2218","2.538742","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2220","2.539265","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2222","2.539477","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2224","2.539749","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2226","2.540937","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2228","2.541222","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2230","2.541968","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2232","2.542231","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2234","2.542530","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2236","2.543177","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2238","2.543601","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2240","2.544078","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2242","2.544537","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2244","2.545041","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2246","2.545799","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2248","2.546816","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2250","2.547320","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2252","2.547743","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2254","2.548247","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2256","2.548778","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2258","2.549604","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2260","2.550039","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2262","2.550358","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2264","2.550722","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2266","2.551457","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2268","2.552213","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2270","2.553041","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2272","2.553381","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2274","2.553746","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2276","2.553961","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2278","2.554692","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2280","2.555791","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2282","2.556119","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2284","2.557215","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2286","2.557466","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2288","2.558152","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2290","2.558376","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2292","2.558641","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2294","2.558956","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2296","2.559275","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2298","2.559621","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2300","2.559940","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2301","2.559997","00:00:00_00:00:01","Broadcast","802.11","83","Beacon frame, SN=37, FN=0, Flags=o........, BI=2304","6.0"
"2303","2.560853","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2305","2.561089","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2307","2.561413","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2309","2.562148","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2311","2.562507","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2313","2.563251","","00:00:00_00:00:03 (00:00:00:00:00:03) (RA)","802.11","36","Acknowledgement, Flags=o........","6.0"
"2315","2.563582","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2317","2.563910","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2319","2.564143","","00:00:00_00:00:04 (00:00:00:00:00:04) (RA)","802.11","36","Acknowledgement, Flags=o........","24.0"
"2321","2.564458","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2323","2.564813","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2325","2.565828","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2327","2.566165","","00:00:00_00:00:02 (00:00:00:00:00:02) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
"2329","2.566521","","00:00:00_00:00:05 (00:00:00:00:00:05) (RA)","802.11","36","Acknowledgement, Flags=o........","12.0"
